symbol,date,open,high,low,close,volume
MARSHAL-RE,2023-10-11,2.15,2.5,2.15,2.15,871652
MARSHAL-RE,2023-10-12,2.6,2.6,2.6,2.6,376100
MARSHAL-RE,2023-10-13,3.15,4.0,3.15,3.15,758996
MARSHAL-RE,2023-10-16,3.15,3.15,1.9,1.9,604143
