symbol,date,open,high,low,close,volume
TRACXN,2022-10-20,84.5,100.0,83.0,93.25,21724391
TRACXN,2022-10-21,95.7,102.4,90.5,91.35,7416091
TRACXN,2022-10-24,92.1,93.25,86.1,87.05,857745
TRACXN,2022-10-25,86.95,87.05,82.0,82.45,1660101
TRACXN,2022-10-27,82.1,84.1,79.4,80.95,1499134
TRACXN,2022-10-28,80.0,81.6,75.65,76.1,936811
TRACXN,2022-10-31,76.1,78.25,71.0,71.9,939613
TRACXN,2022-11-01,72.85,72.85,68.35,68.65,933552
TRACXN,2022-11-02,67.5,82.35,67.3,81.4,5847078
TRACXN,2022-11-03,79.25,80.3,75.3,77.0,1564464
TRACXN,2022-11-04,77.3,79.8,72.7,74.75,1294522
TRACXN,2022-11-07,76.7,79.65,75.05,77.85,968438
TRACXN,2022-11-09,78.8,80.8,76.55,77.8,705716
TRACXN,2022-11-10,80.9,81.4,77.4,77.85,741788
TRACXN,2022-11-11,79.95,79.95,75.6,75.95,433299
TRACXN,2022-11-14,75.95,78.5,74.0,74.85,555316
TRACXN,2022-11-15,76.35,77.5,73.25,73.75,445000
TRACXN,2022-11-16,73.95,75.45,72.1,72.5,270224
TRACXN,2022-11-17,72.2,73.5,71.3,71.8,289445
TRACXN,2022-11-18,72.0,74.2,71.0,71.8,364356
TRACXN,2022-11-21,71.5,71.75,70.45,71.0,174553
TRACXN,2022-11-22,71.45,71.5,68.0,68.9,210395
TRACXN,2022-11-23,70.0,71.7,68.5,69.75,244025
TRACXN,2022-11-24,70.1,70.65,69.05,69.45,245708
TRACXN,2022-11-25,69.45,71.9,69.05,71.25,252162
TRACXN,2022-11-28,71.25,74.2,70.65,72.55,459858
TRACXN,2022-11-29,72.55,72.8,70.2,70.7,177681
TRACXN,2022-11-30,71.9,72.65,70.5,71.25,304530
TRACXN,2022-12-01,71.9,72.0,70.7,71.3,151802
TRACXN,2022-12-02,71.75,71.75,70.5,71.0,170237
TRACXN,2022-12-05,71.0,78.85,70.9,77.5,1368713
TRACXN,2022-12-06,77.1,85.5,76.0,83.8,3100450
TRACXN,2022-12-07,84.95,87.95,81.75,82.75,2731893
TRACXN,2022-12-08,83.3,85.5,82.1,83.25,1682479
TRACXN,2022-12-09,83.55,93.4,82.0,87.75,4790469
TRACXN,2022-12-12,87.7,101.75,86.1,94.75,6729272
TRACXN,2022-12-13,95.35,97.55,90.7,92.2,1780820
TRACXN,2022-12-14,92.7,96.35,90.2,92.9,1303817
TRACXN,2022-12-15,93.15,96.5,90.25,90.9,1672172
TRACXN,2022-12-16,90.05,93.1,87.3,89.2,893336
TRACXN,2022-12-19,89.5,93.0,87.1,88.2,872715
TRACXN,2022-12-20,88.4,92.4,87.75,89.95,741786
TRACXN,2022-12-21,90.0,91.5,78.55,82.8,1096266
TRACXN,2022-12-22,83.4,87.2,79.4,84.4,1008614
TRACXN,2022-12-23,82.05,86.8,76.0,78.5,941112
TRACXN,2022-12-26,78.5,83.0,71.4,80.9,706577
TRACXN,2022-12-27,81.55,82.7,80.0,80.7,418368
TRACXN,2022-12-28,81.0,81.5,79.3,79.85,392249
TRACXN,2022-12-29,80.45,81.9,79.55,80.35,343469
TRACXN,2022-12-30,81.2,81.4,79.75,80.05,318629
TRACXN,2023-01-02,80.6,89.8,79.6,88.35,2770811
TRACXN,2023-01-03,88.2,92.15,86.65,87.15,2497693
TRACXN,2023-01-04,87.45,92.85,86.15,88.05,1551230
TRACXN,2023-01-05,88.5,90.3,85.4,86.35,914665
TRACXN,2023-01-06,86.85,87.95,84.05,84.5,786279
TRACXN,2023-01-09,85.25,89.2,84.55,88.3,569205
TRACXN,2023-01-10,88.65,97.75,88.65,91.25,4378212
TRACXN,2023-01-11,92.0,96.95,91.0,92.3,1975207
TRACXN,2023-01-12,93.45,97.0,91.1,95.85,2506753
TRACXN,2023-01-13,96.6,100.4,93.4,98.75,4204699
TRACXN,2023-01-16,100.45,103.4,94.2,95.0,5752240
TRACXN,2023-01-17,96.45,102.9,95.45,100.1,6432746
TRACXN,2023-01-18,100.15,102.9,94.4,95.75,3524812
TRACXN,2023-01-19,95.3,98.5,94.25,95.3,3054831
TRACXN,2023-01-20,95.65,97.7,93.15,94.35,2173438
TRACXN,2023-01-23,95.0,96.45,91.6,93.15,1976004
TRACXN,2023-01-24,93.45,97.95,93.15,97.1,2959137
TRACXN,2023-01-25,97.0,99.2,91.5,92.35,2688711
TRACXN,2023-01-27,92.95,96.8,90.0,94.65,2529788
TRACXN,2023-01-30,95.5,96.7,90.9,91.4,3222984
TRACXN,2023-01-31,91.9,96.5,90.15,93.35,4021939
TRACXN,2023-02-01,95.0,96.75,90.15,91.45,2519977
TRACXN,2023-02-02,91.45,94.05,90.3,90.95,1308178
TRACXN,2023-02-03,91.6,95.25,88.0,91.0,4974245
TRACXN,2023-02-06,92.0,95.25,91.65,94.4,3602629
TRACXN,2023-02-07,94.95,96.65,91.1,91.85,4502819
TRACXN,2023-02-08,92.45,94.25,88.65,90.4,4250440
TRACXN,2023-02-09,91.25,91.8,85.05,86.35,1511060
TRACXN,2023-02-10,86.4,87.4,81.2,83.15,1814756
TRACXN,2023-02-13,83.7,83.95,78.2,79.55,2873627
TRACXN,2023-02-14,79.55,80.7,76.5,77.05,720079
TRACXN,2023-02-15,77.0,77.6,74.4,75.0,662230
TRACXN,2023-02-16,75.5,79.8,73.4,77.1,1282734
TRACXN,2023-02-17,76.8,79.8,75.2,78.5,2556196
TRACXN,2023-02-20,78.5,79.9,78.0,78.45,735171
TRACXN,2023-02-21,78.5,78.6,76.1,76.6,407274
TRACXN,2023-02-22,75.65,77.25,75.35,76.45,466727
TRACXN,2023-02-23,76.5,77.0,75.55,75.9,297849
TRACXN,2023-02-24,76.25,76.8,74.9,75.45,264697
TRACXN,2023-02-27,75.15,75.6,72.7,73.1,285321
TRACXN,2023-02-28,73.45,75.65,72.4,74.65,675676
TRACXN,2023-03-01,75.0,80.75,73.9,78.65,3803865
TRACXN,2023-03-02,78.4,80.5,74.5,74.85,2562848
TRACXN,2023-03-03,75.4,76.95,74.55,76.0,637622
TRACXN,2023-03-06,76.5,78.2,75.1,75.7,551853
TRACXN,2023-03-08,75.5,78.5,74.75,75.75,1596176
TRACXN,2023-03-09,76.2,76.9,74.5,74.85,623770
TRACXN,2023-03-10,74.5,76.5,74.1,74.65,661082
TRACXN,2023-03-13,74.8,75.15,71.0,72.15,481325
TRACXN,2023-03-14,71.6,72.95,67.45,69.35,1599531
TRACXN,2023-03-15,70.15,72.85,69.25,71.15,1913775
TRACXN,2023-03-16,70.6,72.4,67.25,67.8,1452482
TRACXN,2023-03-17,68.65,70.6,66.7,68.55,1301623
TRACXN,2023-03-20,68.4,70.5,67.5,69.6,902639
TRACXN,2023-03-21,69.95,70.7,69.0,70.15,450206
TRACXN,2023-03-22,70.55,71.85,70.2,71.0,447923
TRACXN,2023-03-23,71.0,71.7,70.05,70.4,275556
TRACXN,2023-03-24,70.75,71.3,65.4,67.45,377127
TRACXN,2023-03-27,67.2,68.15,64.2,65.4,559623
TRACXN,2023-03-28,65.0,66.3,60.1,61.4,1107914
TRACXN,2023-03-29,61.4,67.55,60.55,65.75,2669436
TRACXN,2023-03-31,66.3,67.45,64.8,65.1,379803
TRACXN,2023-04-03,65.85,68.5,65.2,67.65,1176298
TRACXN,2023-04-05,67.5,70.9,67.5,70.5,768392
TRACXN,2023-04-06,70.7,72.5,69.9,70.8,946668
TRACXN,2023-04-10,71.0,72.45,69.05,70.45,637131
TRACXN,2023-04-11,70.45,71.5,69.25,70.1,441047
TRACXN,2023-04-12,70.3,71.25,69.85,70.05,329077
TRACXN,2023-04-13,70.2,71.1,69.05,70.15,378177
TRACXN,2023-04-17,70.0,72.9,69.05,69.85,847809
TRACXN,2023-04-18,69.9,70.35,68.5,68.95,256540
TRACXN,2023-04-19,69.0,69.85,67.7,68.05,260093
TRACXN,2023-04-20,68.15,70.4,67.5,68.35,470834
TRACXN,2023-04-21,68.5,69.2,67.3,68.4,385465
TRACXN,2023-04-24,68.55,69.1,67.0,67.45,259105
TRACXN,2023-04-25,67.7,68.15,66.05,66.5,429841
TRACXN,2023-04-26,66.4,67.5,66.1,67.0,198066
TRACXN,2023-04-27,67.25,68.25,66.5,67.4,468754
TRACXN,2023-04-28,67.65,69.2,67.6,68.35,197384
TRACXN,2023-05-02,68.75,69.7,68.4,68.65,187951
TRACXN,2023-05-03,68.8,69.1,67.6,67.95,132180
TRACXN,2023-05-04,68.45,69.4,68.1,69.0,258347
TRACXN,2023-05-05,69.35,69.55,68.1,68.4,102786
TRACXN,2023-05-08,68.7,69.65,67.95,68.15,184771
TRACXN,2023-05-09,68.15,72.2,68.15,70.1,2721842
TRACXN,2023-05-10,70.6,71.55,69.1,69.55,930843
TRACXN,2023-05-11,69.85,70.7,67.0,67.95,589609
TRACXN,2023-05-12,70.05,71.25,68.7,69.2,856606
TRACXN,2023-05-15,69.5,69.8,67.2,67.65,341057
TRACXN,2023-05-16,67.85,68.75,66.15,66.5,234163
TRACXN,2023-05-17,66.75,67.3,64.9,66.05,263653
TRACXN,2023-05-18,66.25,67.05,65.9,66.15,344094
TRACXN,2023-05-19,66.35,68.8,64.9,67.1,1878266
TRACXN,2023-05-22,67.25,68.5,67.0,67.8,323996
TRACXN,2023-05-23,68.2,68.2,67.05,67.4,158941
TRACXN,2023-05-24,67.4,67.85,66.1,67.05,195017
TRACXN,2023-05-25,67.45,70.0,67.0,69.0,957953
TRACXN,2023-05-26,69.7,70.5,68.9,69.6,469366
TRACXN,2023-05-29,69.95,70.5,68.1,68.5,310404
TRACXN,2023-05-30,68.25,69.9,67.8,68.4,233047
TRACXN,2023-05-31,68.4,68.9,67.6,68.0,178007
TRACXN,2023-06-01,68.05,68.3,66.75,67.55,365421
TRACXN,2023-06-02,67.7,68.9,67.0,67.75,310714
TRACXN,2023-06-05,68.55,78.2,68.05,77.0,4035474
TRACXN,2023-06-06,77.75,78.2,75.45,76.2,1155286
TRACXN,2023-06-07,76.35,76.45,74.4,74.95,480024
TRACXN,2023-06-08,74.8,77.8,74.8,75.65,761800
TRACXN,2023-06-09,75.65,77.0,73.45,74.85,477887
TRACXN,2023-06-12,76.0,79.95,76.0,79.6,1781711
TRACXN,2023-06-13,80.0,84.55,78.1,82.5,3398366
TRACXN,2023-06-14,82.85,85.9,82.3,82.8,1163747
TRACXN,2023-06-15,83.0,83.15,80.0,81.05,886137
TRACXN,2023-06-16,81.45,83.3,80.8,81.1,467967
TRACXN,2023-06-19,81.75,83.4,78.35,79.1,849916
TRACXN,2023-06-20,79.45,81.25,79.1,80.75,433954
TRACXN,2023-06-21,81.0,84.0,80.25,81.7,848901
TRACXN,2023-06-22,81.95,82.45,78.9,79.75,593723
TRACXN,2023-06-23,80.4,81.55,78.15,79.9,571881
TRACXN,2023-06-26,80.5,81.65,79.15,79.75,339468
TRACXN,2023-06-27,80.2,80.6,79.35,79.8,274947
TRACXN,2023-06-28,80.25,84.4,80.0,80.4,1321041
TRACXN,2023-06-30,80.8,81.85,80.0,81.0,375349
TRACXN,2023-07-03,81.45,88.4,81.25,87.1,1957342
TRACXN,2023-07-04,89.95,94.45,89.5,90.35,3563300
TRACXN,2023-07-05,90.7,94.0,89.3,91.95,1234532
TRACXN,2023-07-06,92.1,93.1,90.15,90.65,800308
TRACXN,2023-07-07,90.35,91.4,88.0,90.85,599551
TRACXN,2023-07-10,91.55,93.25,90.8,91.75,493679
TRACXN,2023-07-11,92.25,93.6,90.5,91.35,670387
TRACXN,2023-07-12,92.6,96.5,92.0,92.9,1493684
TRACXN,2023-07-13,93.6,95.1,89.6,90.15,898729
TRACXN,2023-07-14,90.75,91.4,89.3,90.35,398649
TRACXN,2023-07-17,90.7,91.65,89.65,90.4,476851
TRACXN,2023-07-18,91.95,93.0,87.0,87.75,649262
TRACXN,2023-07-19,88.0,89.4,87.3,88.5,322368
TRACXN,2023-07-20,88.7,89.2,87.5,87.95,316870
TRACXN,2023-07-21,87.9,88.0,85.1,85.45,434424
TRACXN,2023-07-24,85.9,86.35,80.8,81.8,703303
TRACXN,2023-07-25,81.75,86.0,81.05,85.6,836765
TRACXN,2023-07-26,85.55,86.35,83.0,84.9,419218
TRACXN,2023-07-27,85.25,85.7,83.9,84.15,248834
TRACXN,2023-07-28,84.2,86.4,83.65,84.2,322293
TRACXN,2023-07-31,84.9,86.0,84.35,85.8,335988
TRACXN,2023-08-01,86.25,87.5,85.6,87.4,365045
TRACXN,2023-08-02,79.0,82.0,79.0,80.1,1888895
TRACXN,2023-08-03,80.35,80.85,77.0,78.65,836497
TRACXN,2023-08-04,78.95,80.0,74.4,75.15,932674
TRACXN,2023-08-07,75.75,76.35,72.45,73.1,685120
TRACXN,2023-08-08,73.8,76.4,73.4,74.7,499635
TRACXN,2023-08-09,75.3,75.5,73.9,75.25,315970
TRACXN,2023-08-10,75.45,79.95,74.85,78.1,868678
TRACXN,2023-08-11,78.45,78.9,76.75,77.05,196175
TRACXN,2023-08-14,76.95,76.95,74.75,75.25,219590
TRACXN,2023-08-16,74.95,76.4,74.6,75.3,179395
TRACXN,2023-08-17,75.3,76.8,73.8,75.1,220054
TRACXN,2023-08-18,75.4,78.6,74.9,77.0,421865
TRACXN,2023-08-21,77.4,78.35,77.05,78.1,437856
TRACXN,2023-08-22,78.5,79.0,77.5,77.7,314077
TRACXN,2023-08-23,78.3,79.0,77.55,78.3,290847
TRACXN,2023-08-24,78.8,78.8,75.8,76.15,305206
TRACXN,2023-08-25,75.15,76.15,73.5,74.15,404030
TRACXN,2023-08-28,74.7,78.6,74.35,77.35,724176
TRACXN,2023-08-29,77.75,78.2,75.9,76.5,315406
TRACXN,2023-08-30,76.95,78.5,76.6,77.3,338986
TRACXN,2023-08-31,77.7,78.6,76.3,77.2,262405
TRACXN,2023-09-01,77.25,77.3,76.0,76.45,191461
TRACXN,2023-09-04,77.0,78.4,76.95,77.85,396889
TRACXN,2023-09-05,78.4,78.6,76.5,76.95,285646
TRACXN,2023-09-06,76.95,78.05,76.35,77.7,332819
TRACXN,2023-09-07,77.7,79.3,77.2,77.9,365727
TRACXN,2023-09-08,78.5,78.5,76.4,77.5,649872
TRACXN,2023-09-11,76.3,78.35,76.3,77.35,325096
TRACXN,2023-09-12,77.5,77.85,74.35,75.0,450760
TRACXN,2023-09-13,75.9,76.0,74.1,75.0,269406
TRACXN,2023-09-14,75.7,76.45,74.6,74.75,254573
TRACXN,2023-09-15,74.6,75.55,73.7,75.0,163279
TRACXN,2023-09-18,75.1,75.65,74.5,74.8,174645
TRACXN,2023-09-20,74.8,75.4,73.1,74.0,270662
TRACXN,2023-09-21,74.75,75.05,73.65,74.2,129631
TRACXN,2023-09-25,74.1,74.9,73.0,74.5,200900
TRACXN,2023-09-26,74.5,74.95,73.6,73.6,85776
TRACXN,2023-09-27,74.25,74.25,73.0,73.4,196017
TRACXN,2023-09-28,73.55,73.9,72.0,72.45,198123
TRACXN,2023-09-29,72.8,72.8,71.25,71.8,253355
TRACXN,2023-10-03,71.8,74.35,71.75,73.85,354361
TRACXN,2023-10-04,73.8,73.95,71.95,72.2,182207
TRACXN,2023-10-05,72.85,74.2,71.25,73.0,208147
TRACXN,2023-10-06,73.0,76.35,72.05,75.65,781717
TRACXN,2023-10-09,74.9,74.9,72.0,72.35,288107
TRACXN,2023-10-10,72.9,74.2,72.55,73.55,286091
TRACXN,2023-10-11,74.3,74.3,72.05,72.25,492366
TRACXN,2023-10-12,72.9,75.9,72.35,73.8,420349
TRACXN,2023-10-13,73.0,78.5,73.0,76.9,1286135
TRACXN,2023-10-16,77.5,77.7,74.6,74.9,493282
TRACXN,2023-10-17,75.7,77.4,74.15,75.0,704205
TRACXN,2023-10-18,74.5,75.25,72.6,73.15,553363
TRACXN,2023-10-19,73.25,74.0,69.65,72.15,4232557
TRACXN,2023-10-20,72.65,74.25,69.95,70.9,1773584
TRACXN,2023-10-23,71.2,77.15,70.0,70.25,3109345
TRACXN,2023-10-25,71.4,72.4,68.5,69.0,986547
TRACXN,2023-10-26,68.95,69.4,66.3,68.9,712847
TRACXN,2023-10-27,69.45,70.1,67.85,68.3,812081
TRACXN,2023-10-30,68.45,71.95,67.85,69.85,1063609
TRACXN,2023-10-31,70.25,71.3,69.5,69.95,1110737
TRACXN,2023-11-01,70.4,71.55,69.0,69.6,399506
TRACXN,2023-11-02,70.2,73.0,69.4,69.75,1231667
TRACXN,2023-11-03,71.4,71.9,69.8,69.95,792058
TRACXN,2023-11-06,70.5,76.45,70.25,75.3,3032704
TRACXN,2023-11-07,75.75,76.8,73.75,74.85,1011308
TRACXN,2023-11-08,75.6,78.3,75.0,75.9,928526
TRACXN,2023-11-09,76.05,78.8,75.7,78.2,2051334
TRACXN,2023-11-10,77.85,88.15,76.55,85.75,15341826
TRACXN,2023-11-12,86.6,90.8,86.0,90.05,3525921
TRACXN,2023-11-13,88.7,89.8,86.95,88.25,3639563
TRACXN,2023-11-15,89.5,90.1,86.7,88.3,2435832
